strain	date	genbank	region	country	division	location	host_type	genotype	host	source	latitude	longitude	authors
OR167283|Brazil|Central-West|MS|2023	2023	OR167283	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167284|Brazil|Central-West|MS|2023	2023	OR167284	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167285|Brazil|Central-West|MS|2023	2023	OR167285	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167286|Brazil|Central-West|MS|2023	2023	OR167286	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167287|Brazil|Central-West|MS|2023	2023	OR167287	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167288|Brazil|Central-West|MS|2023	2023	OR167288	Central-West	Brazil	Mato Grosso do Sul		Human	V	Homo sapiens	NCBI	-20.772230	-54.785153	Mendonca,A.F., Andrade,C.F., Sobreiro,M.B., Almeida,R.M., Silva,V.L., Pereira,L.A.
OR167359|Brazil|North|AM|Tefe|2023-02-08	2023-02-08	OR167359	North	Brazil	Amazonas	Tefe	Human	V	Homo sapiens	NCBI	-3.3485276	-64.7102278	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OR167363|Brazil|North|AM|2023-02-24	2023-02-24	OR167363	North	Brazil	Amazonas		Human	V	Homo sapiens	NCBI	-2.592252117501648	-57.17595403893295	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OR167364|Brazil|North|RO|Pimenta_Bueno|2023-02-16	2023-02-16	OR167364	North	Brazil	Rondonia	Pimenta Bueno	Human	V	Homo sapiens	NCBI	-11.6767868	-61.1863902	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OR167366|Brazil|North|RO|Cerejeiras|2023-02-06	2023-02-06	OR167366	North	Brazil	Rondonia	Cerejeiras	Human	V	Homo sapiens	NCBI	-13.186987	-60.816836	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OR167377|Brazil|North|RO|Cerejeiras|2023-03-07	2023-03-07	OR167377	North	Brazil	Rondonia	Cerejeiras	Human	V	Homo sapiens	NCBI	-13.186987	-60.816836	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OR167378|Brazil|North|AM|Manaus|2023-02-19	2023-02-19	OR167378	North	Brazil	Amazonas	Manaus	Human	V	Homo sapiens	NCBI	-3.1316333	-59.9825041	Ribeiro,G., Parise,D., Paiva,A., Franz,H., Junior,W., Arcanjo,A.R.
OQ603260|Colombia|Colombia_Meta|2013-06-18	2013-06-18	OQ603260	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OQ603261|Colombia|Colombia_Cundinamarca|2015-10-09	2015-10-09	OQ603261	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OQ603262|Colombia|Colombia_Risaralda|2016-04-26	2016-04-26	OQ603262	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OQ603263|Colombia|Colombia_Cauca|2016-06-24	2016-06-24	OQ603263	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OQ603264|Colombia|Colombia_Boyaca|2016-07-19	2016-07-19	OQ603264	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OQ603268|Colombia|Colombia_Antioquia|2016-08-27	2016-08-27	OQ603268	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Laiton-Donato,K.D., Alvarez-Diaz,D.A., Rosales-Munar,A., Pelaez-Carvajal,D., Ajami,N.J., Usme-Ciro,J.A.
OR025593|Brazil|South|SC|Joinville|2023-03-14	2023-03-14	OR025593	South	Brazil	Santa Catarina	Joinville	Human	V	Homo sapiens	NCBI	-26.3044898	-48.8486726	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025594|Brazil|South|SC|Joinville|2023-03-26	2023-03-26	OR025594	South	Brazil	Santa Catarina	Joinville	Human	V	Homo sapiens	NCBI	-26.3044898	-48.8486726	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025595|Brazil|South|SC|Chapeco|2023-03-17	2023-03-17	OR025595	South	Brazil	Santa Catarina	Chapeco	Human	V	Homo sapiens	NCBI	-27.0922364	-52.6166878	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025596|Brazil|South|SC|Florianopolis|2023-02-24	2023-02-24	OR025596	South	Brazil	Santa Catarina	Florianopolis	Human	V	Homo sapiens	NCBI	-27.5973002	-48.5496098	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025597|Brazil|South|SC|Leges|2023-03-30	2023-03-30	OR025597	South	Brazil	Santa Catarina	Leges	Human	V	Homo sapiens	NCBI	-26.928572	-49.365315	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025598|Brazil|South|SC|Seara|2023-03-06	2023-03-06	OR025598	South	Brazil	Santa Catarina	Seara	Human	V	Homo sapiens	NCBI	-27.1528578	-52.3096985	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025599|Brazil|South|SC|Balneario_Camburiu|2023-03-27	2023-03-27	OR025599	South	Brazil	Santa Catarina	Balneario Camburiu	Human	V	Homo sapiens	NCBI	-26.997984	-48.632580	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025601|Brazil|Northeast|PB|Campina_Grande|2023-03-01	2023-03-01	OR025601	Northeast	Brazil	Paraiba	Campina Grande	Human	V	Homo sapiens	NCBI	-7.2246743	-35.8771292	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025602|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-20	2023-03-20	OR025602	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025603|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-24	2023-03-24	OR025603	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025604|Brazil|Southeast|RJ|Varre-Sai|2023-03-24	2023-03-24	OR025604	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025605|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-25	2023-03-25	OR025605	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025606|Brazil|Southeast|RJ|Varre-Sai|2023-03-27	2023-03-27	OR025606	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025607|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-29	2023-03-29	OR025607	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025608|Brazil|Southeast|RJ|Varre-Sai|2023-03-31	2023-03-31	OR025608	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025609|Brazil|Southeast|RJ|Varre-Sai|2023-04-03	2023-04-03	OR025609	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025610|Brazil|Southeast|RJ|Resende|2023-02-27	2023-02-27	OR025610	Southeast	Brazil	Rio de Janeiro	Resende	Human	V	Homo sapiens	NCBI	-22.4683626	-44.4463494	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025611|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-04-08	2023-04-08	OR025611	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025612|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-04-10	2023-04-10	OR025612	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025613|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-04-11	2023-04-11	OR025613	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025614|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-04-12	2023-04-12	OR025614	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025615|Brazil|Southeast|RJ|Sapucaia|2023-04-13	2023-04-13	OR025615	Southeast	Brazil	Rio de Janeiro	Sapucaia	Human	V	Homo sapiens	NCBI	-21.9946569	-42.9137975	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025616|Brazil|Southeast|RJ|Nova_Iguacu|2023-03-01	2023-03-01	OR025616	Southeast	Brazil	Rio de Janeiro	Nova Iguacu	Human	V	Homo sapiens	NCBI	-22.7592175	-43.4508728	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025617|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-09	2023-03-09	OR025617	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025618|Brazil|Southeast|RJ|Varre-Sai|2023-03-09	2023-03-09	OR025618	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025619|Brazil|Southeast|RJ|Varre-Sai|2023-03-13	2023-03-13	OR025619	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025620|Brazil|Southeast|RJ|Varre-Sai|2023-03-13	2023-03-13	OR025620	Southeast	Brazil	Rio de Janeiro	Varre-Sai	Human	V	Homo sapiens	NCBI	-20.9311337	-41.8677946	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025621|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-14	2023-03-14	OR025621	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025622|Brazil|Southeast|RJ|Guapimirim|2023-03-14	2023-03-14	OR025622	Southeast	Brazil	Rio de Janeiro	Guapimirim	Human	V	Homo sapiens	NCBI	-22.5266308	-42.9790687	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025623|Brazil|Southeast|RJ|Rio_de_Janeiro|2023-03-17	2023-03-17	OR025623	Southeast	Brazil	Rio de Janeiro	Rio de Janeiro	Human	V	Homo sapiens	NCBI	-22.9110137	-43.2093727	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025624|Brazil|Northeast|SE|Aracaju|2023-03-26	2023-03-26	OR025624	Northeast	Brazil	Sergipe	Aracaju	Human	V	Homo sapiens	NCBI	-10.9162061	-37.0774655	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025625|Brazil|Southeast|SP|Rosana|2023-02-15	2023-02-15	OR025625	Southeast	Brazil	Sao Paulo	Rosana	Human	V	Homo sapiens	NCBI	-22.5788641	-53.0552246	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025626|Brazil|Southeast|SP|Santa_Barbara_DOeste|2023-02-15	2023-02-15	OR025626	Southeast	Brazil	Sao Paulo	Santa Barbara D''Oeste	Human	V	Homo sapiens	NCBI	-22.7542539	-47.4137884	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025627|Brazil|Southeast|SP|Sao_Joaquim_da_Barra|2023-02-14	2023-02-14	OR025627	Southeast	Brazil	Sao Paulo	Sao Joaquim da Barra	Human	V	Homo sapiens	NCBI	-20.5814993	-47.8608238	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025628|Brazil|Southeast|SP|Herculandia|2023-02-13	2023-02-13	OR025628	Southeast	Brazil	Sao Paulo	Herculandia	Human	V	Homo sapiens	NCBI	-22.004508	-50.3862746	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025629|Brazil|Southeast|SP|Laranjal_Paulista|2023-02-15	2023-02-15	OR025629	Southeast	Brazil	Sao Paulo	Laranjal Paulista	Human	V	Homo sapiens	NCBI	-23.0514764	-47.8370125	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025630|Brazil|Southeast|SP|Panorama|2023-02-28	2023-02-28	OR025630	Southeast	Brazil	Sao Paulo	Panorama	Human	V	Homo sapiens	NCBI	-21.3612672	-51.8572739	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025631|Brazil|Southeast|SP|Rio_Claro|2023-02-22	2023-02-22	OR025631	Southeast	Brazil	Sao Paulo	Rio Claro	Human	V	Homo sapiens	NCBI	-22.4100108	-47.5603933	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025632|Brazil|Southeast|SP|Sao_Jose_do_Rio_Preto|2023-02-21	2023-02-21	OR025632	Southeast	Brazil	Sao Paulo	Sao Jose do Rio Preto	Human	V	Homo sapiens	NCBI	-20.8125851	-49.3804212	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025633|Brazil|Southeast|SP|Taubate|2023-03-06	2023-03-06	OR025633	Southeast	Brazil	Sao Paulo	Taubate	Human	V	Homo sapiens	NCBI	-23.031448	-45.5612792	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025634|Brazil|Southeast|SP|Capao_Bonito|2023-03-07	2023-03-07	OR025634	Southeast	Brazil	Sao Paulo	Capao Bonito	Human	V	Homo sapiens	NCBI	-24.0048759	-48.3489848	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025635|Brazil|Southeast|SP|Viradouro|2023-03-07	2023-03-07	OR025635	Southeast	Brazil	Sao Paulo	Viradouro	Human	V	Homo sapiens	NCBI	-20.8726051	-48.2968122	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025636|Brazil|Southeast|SP|Bebedouro|2023-03-13	2023-03-13	OR025636	Southeast	Brazil	Sao Paulo	Bebedouro	Human	V	Homo sapiens	NCBI	-20.949077	-48.479083	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025637|Brazil|Southeast|SP|Guarulhos|2023-03-05	2023-03-05	OR025637	Southeast	Brazil	Sao Paulo	Guarulhos	Human	V	Homo sapiens	NCBI	-23.4675941	-46.5277704	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025638|Brazil|Southeast|SP|Limeira|2023-03-10	2023-03-10	OR025638	Southeast	Brazil	Sao Paulo	Limeira	Human	V	Homo sapiens	NCBI	-22.5615068	-47.401766	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025639|Brazil|Southeast|SP|Franco_da_Rocha|2023-03-19	2023-03-19	OR025639	Southeast	Brazil	Sao Paulo	Franco da Rocha	Human	V	Homo sapiens	NCBI	-23.3328038	-46.724446	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025640|Brazil|Southeast|SP|Limeira|2023-03-17	2023-03-17	OR025640	Southeast	Brazil	Sao Paulo	Limeira	Human	V	Homo sapiens	NCBI	-22.5615068	-47.401766	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025641|Brazil|Southeast|SP|Orlandia|2023-03-15	2023-03-15	OR025641	Southeast	Brazil	Sao Paulo	Orlandia	Human	V	Homo sapiens	NCBI	-20.720278	-47.886667	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025642|Brazil|Southeast|SP|Batatais|2023-03-20	2023-03-20	OR025642	Southeast	Brazil	Sao Paulo	Batatais	Human	V	Homo sapiens	NCBI	-20.892867	-47.592149	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025643|Brazil|Southeast|SP|Ribeirao_Preto|2023-03-15	2023-03-15	OR025643	Southeast	Brazil	Sao Paulo	Ribeirao Preto	Human	V	Homo sapiens	NCBI	-21.1776315	-47.8100983	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025644|Brazil|Southeast|SP|Dracena|2023-03-21	2023-03-21	OR025644	Southeast	Brazil	Sao Paulo	Dracena	Human	V	Homo sapiens	NCBI	-21.4835523	-51.5334408	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025645|Brazil|Southeast|SP|Castilho|2023-03-13	2023-03-13	OR025645	Southeast	Brazil	Sao Paulo	Castilho	Human	V	Homo sapiens	NCBI	-20.8695636	-51.4877792	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025646|Brazil|Southeast|SP|Marilia|2023-03-20	2023-03-20	OR025646	Southeast	Brazil	Sao Paulo	Marilia	Human	V	Homo sapiens	NCBI	-22.2172002	-49.9500061	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025647|Brazil|Southeast|SP|Itarare|2023-03-20	2023-03-20	OR025647	Southeast	Brazil	Sao Paulo	Itarare	Human	V	Homo sapiens	NCBI	-24.1145368	-49.3352464	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025648|Brazil|Southeast|SP|Peruibe|2023-03-22	2023-03-22	OR025648	Southeast	Brazil	Sao Paulo	Peruibe	Human	V	Homo sapiens	NCBI	-24.3218105	-46.9977452	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025649|Brazil|Southeast|SP|Caraguatatuba|2023-03-21	2023-03-21	OR025649	Southeast	Brazil	Sao Paulo	Caraguatatuba	Human	V	Homo sapiens	NCBI	-23.62028	-45.41306	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025650|Brazil|Southeast|SP|Ilhabela|2023-03-19	2023-03-19	OR025650	Southeast	Brazil	Sao Paulo	Ilhabela	Human	V	Homo sapiens	NCBI	-23.816628	-45.368685	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025651|Brazil|Southeast|SP|Sao_Paulo|2023-03-24	2023-03-24	OR025651	Southeast	Brazil	Sao Paulo	Sao Paulo	Human	V	Homo sapiens	NCBI	-23.5506507	-46.6333824	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025652|Brazil|Southeast|SP|Ilha_Solteira|2023-03-21	2023-03-21	OR025652	Southeast	Brazil	Sao Paulo	Ilha Solteira	Human	V	Homo sapiens	NCBI	-20.4281001	-51.3410871	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025653|Brazil|Southeast|SP|Mogi_Guacu|2023-03-27	2023-03-27	OR025653	Southeast	Brazil	Sao Paulo	Mogi Guacu	Human	V	Homo sapiens	NCBI	-22.372222	-46.9425	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025654|Brazil|Southeast|SP|Guaruja|2023-03-27	2023-03-27	OR025654	Southeast	Brazil	Sao Paulo	Guaruja	Human	V	Homo sapiens	NCBI	-23.9927768	-46.2558332	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025655|Brazil|Southeast|SP|Sao_Caetano_do_Sul|2023-03-30	2023-03-30	OR025655	Southeast	Brazil	Sao Paulo	Sao Caetano do Sul	Human	V	Homo sapiens	NCBI	-23.6195923	-46.5688323	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025656|Brazil|Southeast|SP|Jau|2023-04-03	2023-04-03	OR025656	Southeast	Brazil	Sao Paulo	Jau	Human	V	Homo sapiens	NCBI	-22.293585	-48.559193	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025657|Brazil|Southeast|SP|Jundiai|2023-03-28	2023-03-28	OR025657	Southeast	Brazil	Sao Paulo	Jundiai	Human	V	Homo sapiens	NCBI	-23.1887668	-46.884506	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025658|Brazil|Southeast|SP|Campinas|2023-02-05	2023-02-05	OR025658	Southeast	Brazil	Sao Paulo	Campinas	Human	V	Homo sapiens	NCBI	-22.9056391	-47.059564	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025659|Brazil|Southeast|SP|Taquaritinga|2023-02-22	2023-02-22	OR025659	Southeast	Brazil	Sao Paulo	Taquaritinga	Human	V	Homo sapiens	NCBI	-21.4064327	-48.5056132	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025660|Brazil|Southeast|SP|Ituverava|2023-02-28	2023-02-28	OR025660	Southeast	Brazil	Sao Paulo	Ituverava	Human	V	Homo sapiens	NCBI	-20.3366604	-47.7797924	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025661|Brazil|Southeast|SP|Ribeirao_Preto|2023-02-25	2023-02-25	OR025661	Southeast	Brazil	Sao Paulo	Ribeirao Preto	Human	V	Homo sapiens	NCBI	-21.1776315	-47.8100983	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025662|Brazil|Southeast|SP|Itapolis|2023-03-02	2023-03-02	OR025662	Southeast	Brazil	Sao Paulo	Itapolis	Human	V	Homo sapiens	NCBI	-21.5958368	-48.8122696	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025663|Brazil|Southeast|SP|Santos|2023-03-20	2023-03-20	OR025663	Southeast	Brazil	Sao Paulo	Santos	Human	V	Homo sapiens	NCBI	-23.9335988	-46.3286399	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025664|Brazil|Southeast|SP|Osvaldo_Cruz|2023-03-28	2023-03-28	OR025664	Southeast	Brazil	Sao Paulo	Osvaldo Cruz	Human	V	Homo sapiens	NCBI	-21.7962773	-50.879119	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025665|Brazil|Southeast|SP|Lins|2023-03-27	2023-03-27	OR025665	Southeast	Brazil	Sao Paulo	Lins	Human	V	Homo sapiens	NCBI	-21.6741873	-49.7518932	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OR025666|Brazil|Southeast|SP|Lins|2023-03-29	2023-03-29	OR025666	Southeast	Brazil	Sao Paulo	Lins	Human	V	Homo sapiens	NCBI	-21.6741873	-49.7518932	Sacchi,C.T., Campos,K.R., Santos,M.B.N.
OQ821325|Bolivia|Bolivia|2020-01-09	2020-01-09	OQ821325	International	Bolivia	International	International	Human	V	Homo sapiens	NCBI	-17.0568696	-64.9912286	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821326|Bolivia|Bolivia|2020-03-15	2020-03-15	OQ821326	International	Bolivia	International	International	Human	V	Homo sapiens	NCBI	-17.0568696	-64.9912286	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821331|Colombia|Colombia|2016-07-12	2016-07-12	OQ821331	International	Colombia	International	International	Human	V	Homo sapiens	NCBI	4.099917	-72.9088133	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821332|CostaRica|CostaRica|2016-03-15	2016-03-15	OQ821332	International	Costa Rica	International	International	Human	V	Homo sapiens	NCBI	10.2735633	-84.0739102	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821333|Cuba|Cuba|2019-07-26	2019-07-26	OQ821333	International	Cuba	International	International	Human	V	Homo sapiens	NCBI	23.0131338	-80.8328748	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821334|Cuba|Cuba|2019-08-18	2019-08-18	OQ821334	International	Cuba	International	International	Human	V	Homo sapiens	NCBI	23.0131338	-80.8328748	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821335|Cuba|Cuba|2019-08-28	2019-08-28	OQ821335	International	Cuba	International	International	Human	V	Homo sapiens	NCBI	23.0131338	-80.8328748	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
OQ821336|Cuba|Cuba|2019-10-02	2019-10-02	OQ821336	International	Cuba	International	International	Human	V	Homo sapiens	NCBI	23.0131338	-80.8328748	Vogels,C.B.F., Breban,M.I., Chaguza,C., Hill,V., Paul,L., Michael,S., Bunch,S., Cano,N., Jaber,R., Morrison,A., Panzera,C., Stryker,I., Vergara,J., Zimler,R., Kopp,E., Herberlein,L., Grubaugh,N.D.
